state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_RI,enrollmetric,pp_stloc_raw_RI,pp_fed_raw_RI,pp_total_raw_RI,schoolstloc_raw_RI,schoolfed_raw_RI,schooltot_raw_RI,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
RI,2018-2019,28,28189,Providence,"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",4400900,4400900,40200400430100.0,440090000209.0,416.0,09-12,4.0,416.877777777777,ADM,21631.62,566.55,26484.427295205,9017741.67533333,236182.104999999,11040769.1965422,25268.1025,0,0,1,0,0,0,0
RI,2018-2019,28,28153,Providence,William D'Abate Elementary School,4400900,4400900,40200400430100.0,440090000248.0,400.0,KG-05,2.0,406.133333333333,ADM,10740.7,983.26,16010.217295205,4362156.29333333,399334.661333333,6502282.91749262,14793.8925,0,0,1,0,0,0,0
RI,2018-2019,50,28702,R.I. Sch for the Deaf,Rhode Island School for the Deaf,4400001,4400001,,440000100380.0,77.0,PK-12,4.0,65.0274725274725,ADM,84391.6442110656,1908.2634477459,109842.443517046,5487775.3254833,124089.548923476,7142776.47815516,128183.0087,0,0,1,0,0,1,0
RI,2018-2019,50,28702el,R.I. Sch for the Deaf,Rhode Island School for the Deaf (Elem),4400001,4400001,,,,,,26.0384615384615,ADM,80092.59,1598.53,,2085487.82423076,41623.2619230769,,,0,0,1,0,0,0,0
RI,2018-2019,50,28702hs,R.I. Sch for the Deaf,Rhode Island School for the Deaf (High),4400001,4400001,,,,,,21,ADM,87588.55,3099.27,,1839359.55,65084.67,,,0,0,1,0,0,0,0
RI,2018-2019,50,28702ms,R.I. Sch for the Deaf,Rhode Island School for the Deaf (Middle),4400001,4400001,,,,,,12.9890109890109,ADM,90316.28,328.15,,1173119.15340659,4262.34395604395,,,0,0,1,0,0,0,0
RI,2018-2019,63,28607,Rhode Island Nurses Institute Middle College,RI Nurses Institute Middle College Charter High School,4400019,4400019,,440001900479.0,272.0,09-12,4.0,269.215469613259,ADM,12581.08,1614.42,15666.42,3387021.36044198,434626.838453038,4217642.61745856,,0,0,1,0,0,1,1
RI,2018-2019,79,39602,RISE Prep Mayoral Academy,RISE Prep Mayoral Academy,4400029,4400029,,440002900494.0,220.0,KG-04,2.0,219.027777777777,ADM,9479.48,533.97,12697.62,2076269.43888888,116954.2625,2781131.49166666,13347.02231,0,0,1,0,0,0,0
RI,2018-2019,30,30103,Scituate,Clayville Elementary School,4400960,4400960,40300401030100.0,440096000252.0,141.0,PK-05,2.0,127.016666666666,ADM,16348.65,10.13,18860.72,2076551.02749999,1286.67883333333,2395625.78533333,18766.56264,0,0,1,0,0,0,0
RI,2018-2019,30,30102,Scituate,Hope Elementary School,4400960,4400960,40300401030100.0,440096000253.0,174.0,KG-05,2.0,174.033333333333,ADM,16528.62,1468.24,20498.8,2876530.834,255522.701333333,3567474.49333333,20404.64264,0,0,1,0,0,0,0
RI,2018-2019,30,30106,Scituate,North Scituate Elementary School,4400960,4400960,40300401030100.0,440096000254.0,210.0,KG-05,2.0,209.35,ADM,14232.55,7.06,16741.54,2979584.3425,1478.011,3504841.399,16647.38264,0,0,1,0,0,0,0
RI,2018-2019,30,30104,Scituate,Scituate High School,4400960,4400960,40300401030100.0,440096000255.0,383.0,09-12,4.0,378.161111111111,ADM,21107.16,65.56,23674.66,7981907.078,24792.2424444444,8952835.73077777,23580.50264,0,0,1,0,0,0,0
RI,2018-2019,30,30105,Scituate,Scituate Middle School,4400960,4400960,40300401030100.0,440096000036.0,322.0,06-08,3.0,323.005555555555,ADM,16436.69,5.72,18944.35,5309142.18494444,1847.59177777777,6119130.29638888,18850.19264,0,0,1,0,0,0,0
RI,2018-2019,46,04602,Segue Institute for Learning,Segue Institute for Learning,4400014,4400014,,440001400472.0,236.0,04-08,3.0,234.855614973262,ADM,12540.87,1229.11,16518.76,2945293.73614973,288663.384919786,3879523.53839572,16385.18568,0,0,1,0,0,0,0
RI,2018-2019,42,28610,Sheila Skip Nowell Leadership Academy,Sheila Skip Nowell Leadership Academy (Capital Campus),4400024,4400024,,440002400483.0,93.0,09-12,4.0,87.4301075268817,ADM,11665.93,1807.37,16190.1099999999,1019953.51430107,158018.55344086,1415503.05817204,17054.90648,0,0,1,0,0,0,0
RI,2018-2019,42,04603,Sheila Skip Nowell Leadership Academy,Sheila Skip Nowell Leadership Academy (Central Campus),4400024,4400024,,440002400484.0,67.0,11-12,4.0,75.7741935483871,ADM,13925.46,1043.55,17685.83,1055190.50129032,79074.1596774193,1340129.50548387,18550.62648,0,0,1,0,0,0,0
RI,2018-2019,31,31105,Smithfield,Anna M. McCabe School,4400990,4400990,40300401130100.0,440099000256.0,314.0,PK-05,2.0,267.15,ADM,15355.53,1425.03,18600.78,4102229.8395,380696.764499999,4969198.377,18489.6379,0,0,1,0,0,0,0
RI,2018-2019,31,31104,Smithfield,Old County Road School,4400990,4400990,40300401130100.0,440099000258.0,231.0,KG-05,2.0,232.033333333333,ADM,16507.79,1235.52,19563.53,3830357.53966666,286681.824,4539391.07766666,19452.3879,0,0,1,0,0,0,0
RI,2018-2019,31,31108,Smithfield,Raymond C. LaPerche School,4400990,4400990,40300401130100.0,440099000257.0,261.0,KG-05,2.0,255.044444444444,ADM,16275.58,128.1,18223.9,4150996.25911111,32671.1933333333,4647904.45111111,18112.7579,0,0,1,0,0,0,0
RI,2018-2019,31,31107,Smithfield,Smithfield Senior High School,4400990,4400990,40300401130100.0,440099000259.0,720.0,09-12,4.0,724.888888888888,ADM,16298.92,273.17,18392.31,11814906.0088888,198017.897777777,13332381.16,18281.1679,0,0,1,0,0,0,0
RI,2018-2019,31,31109,Smithfield,Vincent J. Gallagher Middle School,4400990,4400990,40300401130100.0,440099000260.0,621.0,06-08,3.0,622.744444444444,ADM,13651.33,66.48,15538.0299999999,8501289.91677777,41400.0506666666,9676221.86011111,15426.8879,0,0,1,0,0,0,0
RI,2018-2019,31,31103,Smithfield,William Winsor School,4400990,4400990,40300401130100.0,440099000261.0,266.0,KG-05,2.0,267.016666666666,ADM,12285.21,144.95,14250.38,3280355.82349999,38704.0658333333,3805088.96633333,14139.2379,0,0,1,0,0,0,0
RI,2018-2019,32,32114,South Kingstown,Broad Rock Middle School,4401020,4401020,40300500730100.0,440102000210.0,450.0,05-06,2.0,446.205555555555,ADM,17820.82,124.06,21644.78,7951748.88855555,55356.2612222222,9658021.08477777,20662.61021,0,0,1,0,0,0,0
RI,2018-2019,32,32110,South Kingstown,Curtis Corner Middle School,4401020,4401020,40300500730100.0,440102000266.0,489.0,07-08,3.0,486.194444444444,ADM,18296.84,85.18,22081.92,8895821.95888888,41414.0427777777,10736106.8266666,21099.75021,0,0,1,0,0,0,0
RI,2018-2019,32,32113,South Kingstown,Matunuck School,4401020,4401020,40300500730100.0,440102000263.0,181.0,KG-04,2.0,177.055555555555,ADM,21700.01,624.29,26024.2,3842107.32611111,110534.012777777,4607729.18888889,25042.03021,0,0,1,0,0,0,0
RI,2018-2019,32,32107,South Kingstown,Peace Dale Elementary School,4401020,4401020,40300500730100.0,440102000264.0,427.0,PK-04,2.0,392.911111111111,ADM,17011.15,569.82,21280.87,6683869.84777777,223888.609333333,8361490.27711111,20298.70021,0,0,1,0,0,0,0
RI,2018-2019,32,32108,South Kingstown,South Kingstown High School,4401020,4401020,40300500730100.0,440102000265.0,940.0,09-12,4.0,927.061111111111,ADM,17126.35,53.88,20880.13,15877173.0602777,49950.0526666666,19357156.5179444,19897.96021,0,0,1,0,0,0,0
RI,2018-2019,32,32103,South Kingstown,Wakefield Elementary School,4401020,4401020,40300500730100.0,440102000269.0,176.0,KG-04,2.0,177.3,ADM,18903.91,413.47,23017.28,3351663.243,73308.231,4080963.744,22035.11021,0,0,1,0,0,0,0
RI,2018-2019,32,32112,South Kingstown,West Kingston Elementary School,4401020,4401020,40300500730100.0,440102000270.0,297.0,PK-04,2.0,273.822222222222,ADM,18732.72,897.97,23330.59,5129435.01866666,245884.140888888,6388433.99955555,22348.42021,0,0,1,0,0,0,0
RI,2018-2019,43,28611,SouthSide Charter School,SouthSide Elementary Charter School,4400028,4400028,,440002800490.0,118.0,KG-05,2.0,118.384210526315,ADM,12734.77,647.18,17024.44,1507595.69268421,76615.893368421,2015424.88905263,17639.48331,0,0,1,0,0,0,0
RI,2018-2019,55,23601,The Compass School,The Compass School,4400035,4400035,,440003500245.0,177.0,KG-08,3.0,176.916666666666,ADM,10948.8987678047,171.501243499887,15794.8300113045,1937042.67367078,30341.4283291883,2794368.67616662,15905.74145,0,0,1,0,0,0,0
RI,2018-2019,55,23601el,The Compass School,The Compass School (Elem),4400035,4400035,,,,,,117.916666666666,ADM,10282.38,173.94,,1212463.97499999,20510.425,,,0,0,1,0,0,0,0
RI,2018-2019,55,23601ms,The Compass School,The Compass School (Middle),4400035,4400035,,,,,,41,ADM,13159.32,163.41,,539532.12,6699.80999999999,,,0,0,1,0,0,0,0
RI,2018-2019,62,97601,The Greene School,The Greene School,4400017,4400017,,440001700477.0,202.0,09-12,4.0,198.583333333333,ADM,12177.03,508.3,15579.7799999999,2418155.2075,100939.908333333,3093884.645,15332.82631,0,0,1,0,0,0,0
RI,2018-2019,68,28613,The Hope Academy,The Hope Academy,4400027,4400027,,440002700489.0,178.0,KG-05,2.0,178.402173913043,ADM,10403.63,695.16,12551.51,1856030.20858695,124018.055217391,2239216.6698913,,0,0,1,0,0,1,1
RI,2018-2019,33,33106,Tiverton,Fort Barton School,4401050,4401050,40300300630100.0,440105000357.0,207.0,KG-04,2.0,208.027777777777,ADM,16580.41,52,20206.38,3449185.84694444,10817.4444444444,4203488.32833333,18886.78658,0,0,1,0,0,0,0
RI,2018-2019,33,33107,Tiverton,Pocasset School,4401050,4401050,40300300630100.0,440105000273.0,253.0,PK-04,2.0,228.383333333333,ADM,15123.45,755.37,19452.79,3453943.9225,172513.9185,4442693.02283333,18133.19658,0,0,1,0,0,0,0
RI,2018-2019,33,33108,Tiverton,Tiverton High School,4401050,4401050,40300300630100.0,440105000274.0,511.0,09-12,4.0,503.144444444444,ADM,17964.58,115.62,21654.17,9038778.62377777,58173.5606666666,10895175.3345555,20334.57658,0,0,1,0,0,0,0
RI,2018-2019,33,33110,Tiverton,Tiverton Middle School,4401050,4401050,40300300630100.0,440105000275.0,542.0,05-08,3.0,536,ADM,15652.64,213.64,19440.25,8389815.04,114511.04,10419974,18120.65658,0,0,1,0,0,0,0
RI,2018-2019,33,33105,Tiverton,Walter E. Ranger School,4401050,4401050,40300300630100.0,440105000276.0,225.0,PK-04,2.0,220.494444444444,ADM,14849.97,14.56,18438.5,3274335.88516666,3210.39911111111,4065586.81388888,17118.90658,0,0,1,0,0,0,0
RI,2018-2019,61,28606,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,4400018,4400018,,440001800478.0,215.0,07-12,4.0,210.577540106951,ADM,10625.6630259284,1153.15124893152,16107.8918684335,2237525.98200539,242827.753371258,3391960.24596352,17615.05352,0,0,1,0,0,0,0
RI,2018-2019,61,28606hs,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts (High),4400018,4400018,,,,,,98.283422459893,ADM,10830.09,903.56,,1064418.31074866,88804.9691978609,,,0,0,1,0,0,0,0
RI,2018-2019,61,28606ms,Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts (Middle),4400018,4400018,,,,,,112.294117647058,ADM,10259.97,1600.1,,1152134.27823529,179681.817647058,,,0,0,1,0,0,0,0
RI,2018-2019,49,28167,Urban Collaborative,Urban Collaborative Accelerated Program,4400005,4400005,40500420200000.0,440000500271.0,135.0,07-08,3.0,136.602209944751,ADM,14888.69,1339.68,18913.06,2033827.95718232,183003.248618784,2583565.79281767,,0,0,1,0,0,1,1
RI,2018-2019,64,28608,Village Green Virtual,Village Green Virtual Charter School,4400025,4400025,,440002500487.0,225.0,09-12,4.0,220.611111111111,ADM,11338.38,1384.3,14791.44,2501372.61,305391.961111111,3263156.01333333,,0,0,1,0,0,1,1
RI,2018-2019,35,35131,Warwick,Cedar Hill School,4401110,4401110,40200200130100.0,440111000285.0,336.0,KG-05,2.0,330.707182320442,ADM,16172.16,217.13,20002.7,5348249.46563535,71806.4504972375,6615036.5558011,22656.4003,0,0,1,0,0,0,0
RI,2018-2019,35,35136,Warwick,Cottrell F. Hoxsie School,4401110,4401110,40200200130100.0,440111000294.0,306.0,KG-05,2.0,307.777777777777,ADM,13384.92,664.89,17663.22,4119580.93333333,204638.366666666,5436346.6,20316.9203,0,0,1,0,0,0,0
RI,2018-2019,35,35121,Warwick,E. G. Robertson School,4401110,4401110,40200200130100.0,440111000304.0,291.0,KG-05,2.0,289.827777777777,ADM,12275.25,107.09,15995.74,3557708.42916666,31037.6567222222,4636009.77811111,18649.4403,0,0,1,0,0,0,0
RI,2018-2019,35,35114,Warwick,Greenwood School,4401110,4401110,40200200130100.0,440111000291.0,274.0,KG-05,2.0,271.533333333333,ADM,13243.87,97.76,16955.03,3596152.16733333,26545.0986666666,4603855.81266666,19608.7303,0,0,1,0,0,0,0
RI,2018-2019,35,35135,Warwick,Harold F. Scott School,4401110,4401110,40200200130100.0,440111000305.0,309.0,KG-05,2.0,306.45,ADM,12416.21,105.65,16135.28,3804947.55449999,32376.4425,4944656.556,18788.9803,0,0,1,0,0,0,0
RI,2018-2019,35,35128,Warwick,Holliman School,4401110,4401110,40200200130100.0,440111000293.0,309.0,KG-05,2.0,312.827777777777,ADM,12643.9,432.68,16689.9899999999,3955363.13944444,135354.322888888,5221092.48283333,19343.6903,0,0,1,0,0,0,0
RI,2018-2019,35,35123,Warwick,Lippitt School,4401110,4401110,40200200130100.0,440111000296.0,250.0,KG-05,2.0,249.711111111111,ADM,21233.6,711.34,25558.35,5302265.84888888,177629.501777777,6382203.97666666,28212.0503,0,0,1,0,0,0,0
RI,2018-2019,35,35101,Warwick,Norwood School,4401110,4401110,40200200130100.0,440111000298.0,253.0,KG-05,2.0,250.283333333333,ADM,28442.07,921.04,32976.53,7118576.0865,230520.961333333,8253475.85016666,35630.2303,0,0,1,0,0,0,0
RI,2018-2019,35,35104,Warwick,Oakland Beach Elementary School,4401110,4401110,40200200130100.0,440111000299.0,382.0,PK-05,2.0,365.177777777777,ADM,16375.89,1432.44,21421.74,5980111.11933333,523095.256,7822743.40933333,24075.4403,0,0,1,0,0,0,0
RI,2018-2019,35,35132,Warwick,Park School,4401110,4401110,40200200130100.0,440111000300.0,265.0,KG-05,2.0,267.677777777777,ADM,19491.44,622.49,23727.35,5217425.34488888,166626.739888888,6351284.32055555,26381.0503,0,0,1,0,0,0,0
RI,2018-2019,35,35134,Warwick,Pilgrim High School,4401110,4401110,40200200130100.0,440111000301.0,1379.0,09-12,4.0,1370.71666666666,ADM,16170.99,682.06,20503.36,22165845.5095,934911.009666666,28104297.2746666,23157.0603,0,0,1,0,0,0,0
RI,2018-2019,35,35127,Warwick,Sherman School,4401110,4401110,40200200130100.0,440111000306.0,314.0,KG-05,2.0,310.255555555555,ADM,12964.44,116.73,16694.58,4022289.53466666,36216.131,5179586.19266666,19348.2803,0,0,1,0,0,0,0
RI,2018-2019,35,35138,Warwick,Toll Gate High School,4401110,4401110,40200200130100.0,440111000307.0,1217.0,09-12,4.0,1195.40782122905,ADM,15805.03,441.37,19854.4,18893456.4767597,527617.150055866,23734105.04581,22508.1003,0,0,1,0,0,0,0
RI,2018-2019,35,35140,Warwick,Warwick Career and Tech Center,4401110,4401110,40200200130100.0,440111000462.0,,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,35,35137,Warwick,Warwick Early Learning Center at John Brown Francis,4401110,4401110,40200200130100.0,440111000287.0,204.0,PK-PK,1.0,,ADM,734.81,44.18,4392.4,,,,7046.100301,0,0,1,0,0,1,0
RI,2018-2019,35,35133,Warwick,Warwick Neck School,4401110,4401110,40200200130100.0,440111000308.0,272.0,KG-05,2.0,271.061111111111,ADM,14559.08,784.87,18957.37,3946400.40155555,212747.734277777,5138605.77594444,21611.0703,0,0,1,0,0,0,0
RI,2018-2019,35,35142,Warwick,Warwick Veterans Middle School,4401110,4401110,40200200130100.0,440111000512.0,1179.0,06-08,3.0,1179,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,35,35139,Warwick,Winman Middle School,4401110,4401110,40200200130100.0,440111000311.0,776.0,06-08,3.0,775.072625698324,ADM,16946.43,424.29,20984.13,13134713.9963128,328855.564357541,16264224.7370949,23637.8303,0,0,1,0,0,0,0
RI,2018-2019,35,35119,Warwick,Wyman School,4401110,4401110,40200200130100.0,440111000312.0,327.0,KG-05,2.0,328.072222222222,ADM,13433.94,807.41,17854.77,4407302.549,264888.792944444,5857654.07116666,20508.4703,0,0,1,0,0,0,0
RI,2018-2019,38,38109,West Warwick,Greenbush Elementary School,4401140,4401140,40300200430100.0,440114000402.0,477.0,KG-04,2.0,472.840659340659,ADM,12969.8,299.36,16702.88,6132648.78351648,141549.579780219,7897800.79208791,16318.95941,0,0,1,0,0,0,0
RI,2018-2019,38,38107,West Warwick,John F. Deering Middle School,4401140,4401140,40300200430100.0,440114000313.0,1097.0,05-08,3.0,1094.94505494505,ADM,13602.48,228.72,17264.92,14893968.210989,250435.832967032,18904138.7780219,16880.99941,0,0,1,0,0,0,0
RI,2018-2019,38,38104,West Warwick,John F. Horgan Elementary School,4401140,4401140,40300200430100.0,440114000315.0,535.0,KG-04,2.0,539.428571428571,ADM,10989.07,1276.04,15698.83,5927818.33142857,688332.434285714,8468397.44,15314.90941,0,0,1,0,0,0,0
RI,2018-2019,38,38105,West Warwick,Maisie E. Quinn Elementary School,4401140,4401140,40300200430100.0,440114000514.0,60.0,PK-PK,1.0,,ADM,52279.89,2660.15,58373.76,,,,57989.83941,0,0,1,0,0,1,0
RI,2018-2019,38,38111,West Warwick,Wakefield Hills Elementary School,4401140,4401140,40300200430100.0,440114000238.0,405.0,PK-04,2.0,405.681318681318,ADM,15885.95,764.86,20084.53,6444633.14450549,310289.413406593,8147918.6154945,19700.60941,0,0,1,0,0,0,0
RI,2018-2019,38,38106,West Warwick,West Warwick Senior High School,4401140,4401140,40300200430100.0,440114000318.0,962.0,09-12,4.0,956.983516483516,ADM,13870.35,215.34,17519.42,13273696.3178571,206076.83043956,16765796.1583516,17135.49941,0,0,1,0,0,0,0
RI,2018-2019,36,36109,Westerly,Dunn's Corners School,4401170,4401170,40300500830100.0,440117000321.0,315.0,KG-04,2.0,315.32967032967,ADM,16742.78,149.28,21981.66,5279495.29780219,47072.4131868131,6931469.6010989,20078.21464,0,0,1,0,0,0,0
RI,2018-2019,36,36111,Westerly,Springbrook Elementary School,4401170,4401170,40300500830100.0,440117000120.0,301.0,KG-04,2.0,299.5,ADM,16631.66,1453.27,23174.54,4981182.17,435254.365,6940774.73,21271.09464,0,0,1,0,0,0,0
RI,2018-2019,36,36106,Westerly,State Street School,4401170,4401170,40300500830100.0,440117000362.0,304.0,KG-04,2.0,303.450549450549,ADM,17666.36,721.16,23477.13,5360866.64879121,218836.398241758,7124147.99802197,21573.68464,0,0,1,0,0,0,0
RI,2018-2019,36,36104,Westerly,Westerly High School,4401170,4401170,40300500830100.0,440117000325.0,806.0,09-12,4.0,795.862637362637,ADM,20456.2,156.71,25702.52,16280325.2824175,124719.633901098,20455675.3540659,23799.07464,0,0,1,0,0,0,0
RI,2018-2019,36,36113,Westerly,Westerly Inclusion Preschool P,4401170,4401170,40300500830100.0,440117000499.0,109.0,PK-PK,1.0,109,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,36,36103,Westerly,Westerly Middle School,4401170,4401170,40300500830100.0,440117000319.0,836.0,05-08,3.0,832.796703296703,ADM,16547.83,264.97,21902.41,13780978.2707142,220666.142472527,18240254.8422527,19998.96464,0,0,1,0,0,0,0
RI,2018-2019,39,39118,Woonsocket,Bernon Heights School,4401200,4401200,40200400530100.0,440120000327.0,448.0,KG-05,2.0,437.605555555555,ADM,9729.72,995.72,14031.58,4257779.526,435732.603777777,6140297.36122222,17996.69444,0,0,1,0,0,0,0
RI,2018-2019,39,39117,Woonsocket,Citizens Memorial School,4401200,4401200,40200400530100.0,440120000329.0,,,,392.633333333333,ADM,10128.42,1187.99,14622.56,3976755.306,466444.473666666,5741304.47466666,18587.67444,0,0,1,0,0,0,0
RI,2018-2019,39,39119,Woonsocket,Globe Park School,4401200,4401200,40200400530100.0,440120000334.0,503.0,PK-05,2.0,502.816666666666,ADM,10778.55,1209.37,15294.06,5419634.5825,608091.392166666,7690108.26899999,19259.17444,0,0,1,0,0,0,0
RI,2018-2019,39,39110,Woonsocket,Governor Aram J. Pothier School,4401200,4401200,40200400530100.0,440120000340.0,,,,380.783333333333,ADM,11684.35,2379.87,17370.36,4449205.74083333,906214.831499999,6614343.58199999,21335.47444,0,0,1,0,0,0,0
RI,2018-2019,39,39101,Woonsocket,Harris School,4401200,4401200,40200400530100.0,440120000336.0,441.0,KG-05,2.0,442.983333333333,ADM,9477.32,1107.92,13891.39,4198294.80466666,490790.094666666,6153654.24683333,17856.50444,0,0,1,0,0,0,0
RI,2018-2019,39,39128,Woonsocket,Kevin K. Coleman Elementary School,4401200,4401200,40200400530100.0,440120000331.0,288.0,KG-05,2.0,290.427777777777,ADM,9117.77,1368.61,13792.5199999999,2648053.67938888,397482.360944444,4005730.93355555,17757.63444,0,0,1,0,0,0,0
RI,2018-2019,39,39120,Woonsocket,Leo A. Savoie School,4401200,4401200,40200400530100.0,440120000330.0,401.0,KG-05,2.0,398.494444444444,ADM,10618.09,959.06,14883.2899999999,4231249.87561111,382180.081888888,5930908.38005555,18848.40444,0,0,1,0,0,0,0
RI,2018-2019,39,39133,Woonsocket,Pothier-Citizens Elem Campus,4401200,4401200,40200400530100.0,440120000531.0,,PK-05,2.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,39,39127,Woonsocket,Woonsocket Career an Tech Ctr.,4401200,4401200,40200400530100.0,440120000464.0,,09-12,4.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,39,39123,Woonsocket,Woonsocket High School,4401200,4401200,40200400530100.0,440120000345.0,1614.0,09-12,4.0,1599.61111111111,ADM,10212.97,420.85,13939.96,16336780.2894444,673196.336111111,22298514.9044444,17905.07444,0,0,1,0,0,0,0
RI,2018-2019,39,39132,Woonsocket,Woonsocket Middle @ Villa Nova,4401200,4401200,40200400530100.0,440120000517.0,691.0,06-08,3.0,691,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
RI,2018-2019,39,39131,Woonsocket,Woonsocket Middle at Hamlet,4401200,4401200,40200400530100.0,440120000516.0,693.0,06-08,3.0,693,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,0,0,1,0,0,1,0
